,date,location,news title,news source(url),content summary,keywords,class_name
90,02/2020,WASHINGTON (REUTERS) ,"Fireflies threatened globally, with light pollution a glaring problem",https://www.straitstimes.com/world/united-states/fireflies-threatened-globally-with-light-pollution-a-glaring-problem,"The second-leading threat was light pollution.
Fireflies flash to communicate as a part of courtship and reproduction.
""Light pollution affects lots of nocturnal creatures, but fireflies are especially susceptible to this particular threat,""said biology professor Sara Lewis of Tufts University in Massachusetts, who led the research published this week in the journal Bioscience.
Satellite data has shown nighttime light pollution from the incessant flow of electric lights expanding on a global scale.
""I know a lot of people who really hate insects, but I've never met anyone who doesn't love fireflies,"" Lewis added.","threat, globally, courtship, light, glaring, fireflies, flash, researchers, pollution, lewis, nighttime, tufts, problem, threatened",Pest and disease outbreaks
91,02/2020,"WASHINGTON • Fireflies are under threat globally, with familiar hazards such as habitat loss and pesticides compounded by another peril ",Night lights hamper firefly courtship,https://www.straitstimes.com/world/united-states/night-lights-hamper-firefly-courtship,"WASHINGTON • Fireflies are under threat globally, with familiar hazards such as habitat loss and pesticides compounded by another peril - humanity's ubiquitous night-time artificial light which plays havoc with their balletic nocturnal courtship, scientists said.
The second-leading threat was light pollution.
Fireflies flash to communicate as a part of courtship and reproduction.
""That's because many - though not all - fireflies rely on bioluminescent courtship signals to find their mates.
Satellite data has shown night-time light pollution from the incessant flow of electric lights expanding on a global scale.","threat, courtship, light, nocturnal, hamper, fireflies, pesticides, signals, firefly, lights, pollution, nighttime, researchers, night",Pest and disease outbreaks
92,12/2019,JERUSALEM (AFP) ,Israeli museum explains the emojis of ancient Egypt,https://www.straitstimes.com/lifestyle/arts/israeli-museum-explains-the-emojis-of-ancient-egypt,"JERUSALEM (AFP) - How does an academic explain the importance of ancient hieroglyphics to modern audiences glued to their phones?
The Israel Museum in Jerusalem last week opened the Emoglyphs exhibition, comparing the pictograms of antiquity to those of today.
""I usually find it very hard to explain how hieroglyphs are used as a script,"" the show's curator, Ms Shirly Ben-Dor Evian, said.
The exhibition, in a small gallery within the Israel Museum, welcomes visitors with a wall bearing similar pictograms from both eras.
""There is a similarity in design and shapes, which is very interesting because there are thousands of years and very big cultural gaps between those two systems,"" Ms Ben-Dor Evian said.","jerusalem, ms, egypt, israel, similar, museum, emojis, pictograms, ancient, bendor, israeli, word, evian, modern, explains",Pest and disease outbreaks
93,12/2019,"A lot can happen in a year. So, just how well do you remember 2019?

With just days to go before welcoming 2020 ",From #10YearChallenge to rare 'ring of fire' eclipse: How the Internet remembers 2019,https://www.straitstimes.com/singapore/from-10yearchallenge-to-rare-ring-of-fire-eclipse-how-the-internet-remembers-2019,"With just days to go before welcoming 2020 - and a new decade, gasp!
- The Straits Times looks back on the stories and videos that got readers talking online.
Here are 10 stories, videos and posts that fired the Internet in 2019.
#10YearChallengeThe viral #10YearChallenge took the world by storm in January, with people sharing a current photo of themselves and one from 2009.
In Singapore, social media users, politicians and celebrities were quick to join in the buzz with their creative posts on Facebook and Instagram.","videos, fired, viral, world, 2019, users, eclipse, rare, ring, internet, posts, took, welcoming, talking, days, times, 10yearchallenge",Pest and disease outbreaks
94,11/2019,SINGAPORE ,Lighting up Pasir Ris Park with more fireflies,https://www.straitstimes.com/singapore/lighting-up-pasir-ris-park-with-more-fireflies,"SINGAPORE - Strolling in Pasir Ris Park will soon be a much brighter affair thanks to a programme to increase the firefly population in the area.
Pasir Ris Park's mangrove habitat, which has not been disturbed for over 50 years, is the only place in Singapore where the public can get reasonably close to fireflies.
Panasonic's staff will be trained to conduct regular firefly population surveys to monitor the effectiveness of these measures.
Educational signboards on the firefly population, their habitat and ongoing conservation efforts will also be set up.
The mangrove area is home to at least two firefly species - the locally endangered Pteroptyx valida and the Pteroptyx malaccae.","singapore, fireflies, parks, firefly, pasir, mangrove, lighting, ris, park, population, habitat, species, pteroptyx, programme",Pest and disease outbreaks
95,11/2019,"$20k boost for scheme to raise firefly numbers

Technology giant Panasonic has contributed $20,000 to a National Parks Board initiative that aims to boost the number of fireflies at Pasir Ris Park as part of a strategy to conserve mangrove forests.

The presence of fireflies, which are not commonly sighted and are highly sensitive to changes in the environment, is indicative of a healthy mangrove.

The new scheme involves reducing light pollution by using wildlife",Home Briefs: $20k boost for scheme to raise firefly numbers,https://www.straitstimes.com/singapore/home-briefs-20k-boost-for-scheme-to-raise-firefly-numbers,"$20k boost for scheme to raise firefly numbersTechnology giant Panasonic has contributed $20,000 to a National Parks Board initiative that aims to boost the number of fireflies at Pasir Ris Park as part of a strategy to conserve mangrove forests.
The presence of fireflies, which are not commonly sighted and are highly sensitive to changes in the environment, is indicative of a healthy mangrove.
The new scheme involves reducing light pollution by using wildlife-friendly lights along the mangrove zone.
Mangrove trees will also be planted to provide a conducive habitat for these soft-bodied beetles.
""Preliminary investigations revealed that an LTA official had spotted a vehicle suspected of displaying a false licence plate on his car along Geylang Bahru Road.","taxi, resident, car, bmw, raise, briefs, 20k, suspected, driver, road, firefly, scheme, numbers, boost, mangrove, plate",Pest and disease outbreaks
96,09/2019,"BRAUNSCHWEIG, GERMANY (AFP) ",Volkswagen faces first mammoth diesel lawsuit on home turf,https://www.straitstimes.com/world/europe/volkswagen-faces-first-mammoth-diesel-lawsuit-on-home-turf,"BRAUNSCHWEIG, GERMANY (AFP) - Car behemoth Volkswagen (VW) will face a German court on Monday (Sept 30), as hundreds of thousands of owners of manipulated diesel cars demand compensation four years after the country's largest post-war industrial scandal erupted.
Around 450,000 people have joined a first-of-its-kind grouped proceeding, introduced by lawmakers after the ""dieselgate"" emissions cheating scandal broke in 2015.
50 Questions For JudgesIn the mass lawsuit, the most important of around 50 questions for judges is whether Volkswagen ""caused harm"" by acting ""dishonestly"".
Mr Klaus Mueller of VZBV said he is ""convinced"" the car firm did, while VW says ""clients did not suffer harm"".
""Hundreds of thousands of cars are used"" on the roads without problem, VW lawyer Martine de Lind van Wijngaarden said.","vw, volkswagen, turf, largest, diesel, faces, mammoth, questions, trial, judges, scandal, lawsuit, thousands, plaintiffs, vzbv",Pest and disease outbreaks
97,09/2019,"A limo goes electric

Electric cars are not confined to compacts. Mercedes",Fast Lane: A limo goes electric,https://www.straitstimes.com/lifestyle/motoring/fast-lane-a-limo-goes-electric,"With electric motors at the front and rear axles, it is an all-wheel-drive, with variable torque distribution.
Big and strong Audi RS7 SportbackThe new Audi RS7 Sportback is a wide-bodied five-seater with stupendous performance as well as efficiency through a mild hybrid system.
Beetle goes electricThe Beetle may have been discontinued, but Volkswagen Group Components will supply electric drive systems to convert the original Beetle into an emission-free classic.
Volkswagen's electric car almost as affordable as GolfVolkswagen's long anticipated ID3 electric car is priced below €30,000 (S$45,500), making it slightly costlier than the VW Golf.
The front-wheel-drive hybrid system uses a 180hp three-cylinder 1.5-litre petrol engine coupled with an 82hp electric motor to achieve a combined output of 262hp, making it the most powerful XC40 (above).","range, fast, car, lane, petrol, motor, 100kmh, limo, hybrid, electric, system, seconds, torque, goes",Pest and disease outbreaks
98,08/2019,"Around half the world in 92 days

The Automobile Association of Singapore's 92",Fast Lane: Around half the world in 92 days,https://www.straitstimes.com/lifestyle/motoring/fast-lane-around-half-the-world-in-92-days,"Around half the world in 92 daysThe Automobile Association of Singapore's 92-day London-to-Singapore driving odyssey is under way.
The convoy of 16 cars and 31 participants left London on Aug 10 for the longest expedition the AAS has organised.
Bentley recreates long-lost 1939 CornicheVolkswagen-owned Bentley Motor Cars has revived the Corniche.
The recreated Corniche will debut at Salon Prive next month, followed by a world tour.
Audi says the rider has one hand free to give hand signals to others on the pavement.","half, troc, ioniq, bentley, fast, lane, corniche, world, mini, 92, hand, motor, audi, cars, days",Pest and disease outbreaks
99,08/2019,NEW YORK (NEW YORK TIMES) ,'Is he really saying 30 or 13 million?': Sotheby's auction blunder sputters sale of Nazi-era Porsche,https://www.straitstimes.com/world/united-states/is-he-really-saying-30-or-13-million-sothebys-auction-blunder-sputters-sale-of,"362, the much-heralded Porsche Type 64, a swooping Nazi-era roadster that was built by automaker Ferdinand Porsche nine years before he founded his car company.
That would have been substantially higher than the record US$48.4 million a 1962 Ferrari 250 GTO fetched last year at another Sotheby's auction.
Chris Harris of the British series ""Top Gear"" fawned over the Porsche Type 64 during a recent test drive.
Lee said he had difficulty understanding the Sotheby's auctioneer all weekend.
RM Sotheby's was still advertising the car on its auction website.","auctioneer, saying, blunder, car, really, naziera, type, high, price, sputters, auction, rm, porsche, million, sale, sothebys",Pest and disease outbreaks
100,08/2019,FRANKFURT (REUTERS) ,"Ferdinand Piech, architect of Volkswagen's global expansion, dies aged 82",https://www.straitstimes.com/world/europe/ferdinand-piech-architect-of-volkswagens-global-expansion-dies-aged-82,"FRANKFURT (REUTERS) - Ferdinand Karl Piech, Volkswagen AG's former chairman and chief executive, who transformed the German company from a struggling midsized carmaker into a global automotive powerhouse, has died, his wife said in a statement.
Piech, 82, who had 13 children by four different women, died suddenly on Sunday (Aug 25), his wife Ursula said.
""The life of Ferdinand Piech was shaped by his passion for automobiles and for the employees that create them.
Business and politics never distracted me from the core of our mission: to develop and make attractive cars,"" Piech wrote in his autobiography.
""I remember Ferdinand Piech as a great manager and engineer,"" Volkswagen's labour chief Bernd Osterloh said on Tuesday.","piech, vw, global, chief, volkswagen, 82, billion, piechs, volkswagens, expansion, architect, audi, ferdinand, dies, porsche, aged, cars",Pest and disease outbreaks
101,08/2019,"This fear by association helps it avoid predators, scientists say.

The second flower fly (Eosmallota singularis) was rediscovered in 2017 by researchers from Prof Meier's laboratory during a survey at the Bukit Timah Nature Reserve.

This flower fly is small ",Bicentennial buzz: Sightings of 2 species of flower flies last seen in Singapore 200 years ago,https://www.straitstimes.com/singapore/bicentennial-buzz,"This is only the second time that both species have been seen in Singapore since the 1850s.
But the precious specimens can be seen online, via the freely-accessible Biodiversity of Singapore database compiled by Prof Meier's lab.
A grant from the Ministry of Education (MOE) had enabled this ""virtual repatriation"" of insect species collected by Wallace.
For the project, researchers travelled to British museums housing specimens collected from Singapore during the colonial era and documented them in high-resolution photographs for the database.
Singapore is home to a rich variety of insects, with 334 species of butterflies, 124 species of dragonflies and damselflies, and 130 species of bees, NParks data shows.","scientists, research, singapore, 200, flower, flies, buzz, ago, prof, collected, sightings, database, species, bicentennial, seen, researchers, specimens",Pest and disease outbreaks
102,07/2019,"REVIEW / MUSICAL DRAMA

THE LION KING (PG)

118 minutes/Opens today/3 stars

The story: The king of the Pridelands, Mufasa (voiced by James Earl Jones), has a male heir, Simba (Donald Glover). Mufasa's older brother Scar (Chiwetel Ejiofor) wants the throne for himself and resents the cub. This is a remake of the 1994 film of the same title.

To call this a ""live",Stuck in the past despite fancy upgrade,https://www.straitstimes.com/lifestyle/entertainment/stuck-in-the-past-despite-fancy-upgrade,"This is a remake of the 1994 film of the same title.
Even if nothing else about this movie impresses the viewer, the high fidelity of its images will.
The story is largely unchanged from the 1994 original and the Tim Rice-Elton John songs have been carried over.
If there was an idea that needed updating in 2019, it would have been to rewrite these might-is-right laws.
It is a shame, then, that cutting-edge image technology is used in the service of such archaic ideas.","tonight, stuck, past, nala, cub, king, movie, upgrade, voiced, despite, remake, 1994, simba, lions, fancy",Pest and disease outbreaks
103,05/2019,SINGAPORE ,Robot glides round Bedok Reservoir and captures data to enhance security,https://www.straitstimes.com/singapore/robot-glides-round-bedok-reservoir-and-captures-data-to-enhance-security,"SINGAPORE - While strolling along Bedok Reservoir, do not be alarmed if you see a white, car-like robot gliding along the footpath.
Resembling a mini version of a Volkswagen Beetle, the robot keeps an eye out on the waters.
The robot, dubbed O-R3, was deployed by national water agency PUB this month in a trial to enhance security and safety at its reservoirs and plants.
As a sidekick to security officers, O-R3 is equipped with a 360-degree camera and sensors to capture, record and process data that can be sent to officers in real time.
If the trial at Bedok Reservoir is successful, more robots might be deployed at other reservoirs and plants.","white, glides, enhance, captures, robot, round, bedok, or3, reservoirs, trial, security, officers, data, deployed, reservoir",Pest and disease outbreaks
104,05/2019,"It shows that as nations grow their economies, they are consuming more, wasting more, causing more pollution and damaging the very life","UN report reveals scale of crisis facing nature, but says there's hope",https://www.straitstimes.com/world/un-report-reveals-scale-of-crisis-facing-nature-but-says-theres-hope,"The report says 75 per cent of the land environment and 66 per cent of the marine environment have been significantly altered by human actions.
Three-quarters of global food crops, including fruits and vegetables, rely on pollination.
Adding to the urgency, nearly 600 conservationists from 50 nations have signed a letter calling on world leaders to take urgent steps to save nature.
I hope this report will encourage governments around the world to take bolder steps in protecting our planet, and raise awareness of the far-reaching impacts of our lifestyle.""
The letter said there was still time to protect what is left and to start restoring nature.","facing, global, food, crisis, world, land, water, steps, report, theres, reveals, hope, cent, grow, nature, scale, start",Pest and disease outbreaks
105,05/2019,"""Biodiversity is important for human well",1 million species facing extinction: UN report,https://www.straitstimes.com/world/1-million-species-facing-extinction-un-report,"Coral reefs, for instance, are home to a quarter of all marine species and fisheries on which hundreds of millions of people depend.
Yet climate change is warming the oceans and damaging reefs, while over-fishing is decimating fish stocks.
Forests help soak up some of mankind's planet-warming carbon dioxide emissions, so cutting them down speeds up climate change.
Three-quarters of global food crops, including fruits and vegetables, rely on pollination.
Increased use of ""green infrastructure"" can improve life for city dwellers while also boosting efforts to minimise the impact of climate change.","facing, global, food, better, human, report, marine, species, change, pollution, nature, million, extinction, climate",Pest and disease outbreaks
106,05/2019,"He tended to prey on young and attractive college women, first near his home in Washington, then moving east to Utah, Colorado and Florida.

He would trick the women by wearing his arm in a sling or putting his leg in a cast, and convince them help him carry books or unload objects from his car.

He was also known to impersonate authority figures.

Once they got to his 1968 tan Volkswagen Beetle, he would strike them over the head and immobilise them with handcuffs.

He typically strangled or bludgeoned his victims as well as mutilated them after death, and also was known to return to visit the corpses at their dump sites or take them home for further sexual gratification.

During his court trials, his charm and intelligence, as well as the appalling nature of his crimes, drew significant public attention, and his escapes from prison ",German nurse on trial for murdering 100 patients: 6 other notorious serial killers,https://www.straitstimes.com/world/europe/german-nurse-on-trial-for-murdering-100-patients-6-other-notorious-serial-killers,"Once they got to his 1968 tan Volkswagen Beetle, he would strike them over the head and immobilise them with handcuffs.
He is believed to have killed at least five women in the Whitechapel area of London in 1888.
Yang Xinhai (China)The introverted drifter cycled from town to town in China, killing entire families.
Yang Xinhai murdered most of his victims in their sleep, using axes and shovels, and often raped the women.
In one case, Yang killed a father and a six-year-old girl with a shovel and raped a pregnant woman, who survived the attack with serious head injuries.","womans, notorious, nurse, yang, patients, trial, books, killing, killed, visit, death, women, xinhai, prison, murdering, 100, german, serial, killers",Pest and disease outbreaks
107,04/2019,BERLIN (AFP) ,Forest fires blight Europe amid drought fears as summer approaches,https://www.straitstimes.com/world/europe/forest-fires-blight-europe-amid-drought-fears-as-summer-approaches,"BERLIN (AFP) - Weather experts warn of drought in Europe over its summer as firefighters tackled forest fires on Thursday (April 25), and farmers fretted over wilting crops and a repeat of 2018's arid conditions.
""If the dry weather continues in the coming months, the drought of 2018 could be repeated or even exceeded,"" warned Udo Busch, head of the German weather service's agricultural section.
Over the past few days, German firefighters have tackled blazing forest fires in the states of Hessen, Brandenburg and Thuringia.
Scandinavia has also been hit, with Swedish firefighters currently tackling 10 to 15 forest fires a day after precious little rain this month.
There are fears of a repeat of last year's poor harvest, when crops were down between 30 to 80 per cent, threatening the livelihoods of many German farmers.","weather, firefighters, rain, summer, blight, forest, czech, german, say, approaches, europe, fires, farmers, amid, fears, drought",Pest and disease outbreaks
108,03/2019,"NEW YORK • From televisions in every room to smartphone room keys, the hotel industry has evolved to stay at least on pace with travellers, if not a step or two ahead.

Now, challenged by the home",Choose how much to pay for your hotel,https://www.straitstimes.com/lifestyle/travel/choose-how-much-to-pay-for-your-hotel,"THE MOOD HOTELBeyond providing the convenience of having someone else make your bed and launder your towels, can a hotel room improve your mood?
That is the question posed to guests of the new Angad Arts Hotel in St Louis.
Blue has been the most popular choice among guests, Mr Miskit said.
THE NAME-YOUR-RATE HOTELThe new SCP Hotels stands for ""soul, community, planet"", with the aim to operate sustainably and nurture connections among guests.
Mr Ken Cruse, chief executive of SCP Hotels, said: ""We want to lead by being good, not by being profitable.","pay, rates, rooms, value, choose, guests, lobby, hotels, mr, hotel, scp, room",Pest and disease outbreaks
109,02/2019,FRANKFURT (AFP) ,Germany moots tougher insect protections,https://www.straitstimes.com/world/europe/germany-moots-tougher-insect-protections,"FRANKFURT (AFP) - Germany plans an insect protection law to slash use of pesticides and pump tens of millions of euros into research, a minister said Sunday (Feb 17), as global concern grows over mankind's impact on the crucial invertebrates.
""We human beings need insects, they deserve to be protected with their own law,"" Environment Minister Svenja Schulze told weekly Bild am Sonntag.
Her ""action plan for protecting insects"", seen by news agency DPA, would provide annual funding of 100 million euros (S$153 million) for the cause, including 25 million euros for research.
Germany would also stop covering new land with concrete for roads or home construction until 2050, and limit light emissions at night to avoid disorienting the six-legged creatures.
""We wouldn't only be protecting stag beetles and bumblebees, but above all ourselves"" by preserving insects, Schulze said.","tougher, set, schulze, stop, germany, euros, law, referendum, protections, moots, minister, insects, million, insect",Pest and disease outbreaks
110,02/2019,"Skoda's Octavia vRS Challenge (above) is for those who want power and practicality.

Powered by a 2",Fast Lane: Mazda celebrates MX-5's 30 years with new edition,https://www.straitstimes.com/lifestyle/motoring/fast-lane-mazda-celebrates-mx-5s-30-years-with-new-edition,"Skoda's Octavia vRS Challenge (above) is for those who want power and practicality.
Powered by a 2-litre turbocharged engine making 245hp, the car is available in both hatch and estate forms.
It features a comprehensive specification list that builds on already generous equipment levels of the standard model.
It also comes with a host of striking design features, including 19-inch Xtreme black alloy wheels; sports exhaust with black trim; black folding, auto-dimming door mirrors and black vRS badging.
Three-wheeled roadsters","fast, vrs, lane, xtreme, turbocharged, black, 30, standard, mx5s, trim, edition, mazda, striking, specification, celebrates, features, wheels",Pest and disease outbreaks
111,02/2019,"""Only decisive action can avert a catastrophic collapse of nature's ecosystems,"" the authors cautioned.

Restoring wilderness areas and a drastic reduction in the use of pesticides and chemical fertiliser are likely the best way to slow the insect loss, they said.

The study, to be published in the journal Biological Conservation, pulled together data from more than 70 data sets from across the globe, some dating back more than a century.

By a large margin, habitat change ",World seeing 'catastrophic collapse' of insects: Study,https://www.straitstimes.com/world/europe/world-seeing-catastrophic-collapse-of-insects-study,"By a large margin, habitat change - deforestation, urbanisation, conversion to farmland - emerged as the biggest cause of insect decline and extinction threat.
""There are hardly any insects left - that's the number one problem,"" said Vincent Bretagnolle, an ecologist at Centre for Biological Studies.
Other insects filling the void left by declining species probably cannot compensate for the sharp drop in biomass, the study said.
Dung beetles in the Mediterranean basin have also been hit particularly hard, with more than 60 per cent of species fading in numbers.
The pace of insect decline appears to be the same in tropical and temperate climates, though there is far more data from North America and Europe than the rest of the world.","decline, climate, change, europe, insects, insect, north, pesticide, overuse, thrive, houseflies, species, study, pesticides, ants, cent, cockroaches, data, bees",Pest and disease outbreaks
112,12/2018,"Bumblebee (PG13)

Action science",Movie review: Bumblebee centres on a coming-of-age story,https://www.straitstimes.com/lifestyle/entertainment/movie-review-bumblebee-centres-on-a-coming-of-age-story,"Bumblebee (PG13)Action science-fiction114 minutes/Opens Dec 20/2.5 starsThe story: In this prequel to the Transformers film series (2007-2017), a scout, B-127, is sent from Cybertron to Earth to create a refuge for the rebel Autobots, who are losing their war against the Decepticons.
On Earth, it is the 1980s, and Charlie (Hailee Steinfeld) finds the damaged B-127, now in the shape of a yellow Volkswagen Beetle she nicknames Bumblebee.
The sixth instalment in the Transformers movie series is the best yet, but that is not saying very much because of the low bar set by the other five.
There is an interesting study in contrasts in the Spider-Man film and this one.
In the Spider-Man movie, there would have been layers which would have made it funnier and also speak to character, while moving the story forward.","series, comingofage, centres, movie, version, review, charlie, transformers, steinfeld, spiderman, scene, bumblebee, film, bay",Pest and disease outbreaks
113,12/2018,"REVIEW / ACTION SCIENCE FICTION

BUMBLEBEE (PG13)

114 minutes/Opens today/2.5 Stars

The story: In this prequel to the Transformers film series (2007 to 2017), a scout, B",More human Transformers movie,https://www.straitstimes.com/lifestyle/entertainment/more-human-transformers-movie,"The sixth instalment in the Transformers movie series is the best yet, but that is not saying very much because of the low bar set by the other five.
It is the best because more so than in the other films, this is centred on a human, more specifically, a young woman and her coming-of-age story.
Like the Spider-Man film in cinemas this week, this sweeter, less war-heavy version of the Transformers story is supposed to be more kid-friendly.
There is an interesting study in contrasts between the Spider-Man film and this one.
In the Spider-Man movie, there would have been layers which would have made it funnier and also speak to character, while moving the story forward.","series, movie, human, version, charlie, science, transformers, lot, spiderman, scene, film",Pest and disease outbreaks
114,01/2019,"The year is 2022 and Earth is under attack from aliens. You are a civilian visitor at a military base that is invaded unexpectedly by monstrous life forms. As you and others fight your way to safety, you prove your worth and are recruited to become part of the Earth Defense Force.

The premise of Earth Defense Force 5 ",Earth Defense Force 5: Entertaining alien-invasion shooter,https://www.straitstimes.com/tech/games-apps/entertaining-alien-invasion-shooter,"The year is 2022 and Earth is under attack from aliens.
You are a civilian visitor at a military base that is invaded unexpectedly by monstrous life forms.
As you and others fight your way to safety, you prove your worth and are recruited to become part of the Earth Defense Force.
Apart from gaining new types of ordnance, you can also unlock various modes of transport.
The lower difficulty stages are more forgiving while the higher difficulty stages offer better rewards.","shooter, players, unlock, life, various, difficulty, types, alieninvasion, defense, red, missions, earth, stages, force, entertaining",Pest and disease outbreaks
115,01/2019,"KUMAMOTO, JAPAN ",Insect snacks vending machine in Japan a hit with locals,https://www.straitstimes.com/asia/east-asia/insect-snacks-vending-machine-in-japan-a-hit-with-locals,"A vending machine in Japan selling insect snacks is not just changing perceptions of food, but also raising awareness about environmental issues, the Yomiuri Shimbun reported.
He launched the vending machine last November to sell insect snacks.
About 10 insect snacks are available.
Takeo LLC, a Tokyo-based company that manufactures and sells insect snacks, supplies the Kumamoto machine.
""I hope the machine will provide people with an opportunity to review the importance of food in this food-infatuated age.""","machine, locals, snacks, vending, food, yomiuri, hit, crickets, japan, tomoda, yen, kumamoto, insect",Pest and disease outbreaks
116,11/2018,SINGAPORE ,What artworks reside in the homes of Singapore artists?,https://www.straitstimes.com/lifestyle/arts/what-artworks-reside-in-the-homes-of-singapore-artists,"SINGAPORE - What artworks do artists have in their homes?
The Straits Times visits the homes of Singapore artists to find out.
In a way, these artworks are artefacts, objects that bear the messy traces of personal memories.
""He had one of the most unique kilns in the world,"" says Iskandar, recalling his visit to Brokenshire's home in Christchurch.
""(His work) was made from porcelain clay... You had to fire it to 1,310 deg C for two days and one night.""","homes, singapore, art, world, potter, reside, artworks, porcelain, iskandar, zealand, artists",Pest and disease outbreaks
117,11/2018,"Master potter goes for works with a personal touch

Nearly every corner of Iskandar Jalil's terraced house in Kembangan is filled with some sort of art, running the gamut from ceramic works by the 78",Art in the homes of artists,https://www.straitstimes.com/lifestyle/arts/art-in-the-homes-of-artists,"""When I collect (art), I want to know the person.
I need to see how he feels,"" says the Cultural Medallion recipient who is married to a retired teacher.
Even the most unobtrusive thing in his house might be construed as art.
One of them is a round piece by a former student who smoothened the surface with a bamboo stick.
""I kicked her out,"" says Iskandar, whose art often has an organic style.","shapes, art, homes, works, potter, house, student, porcelain, iskandar, rie, personal, artists",Pest and disease outbreaks
118,12/2018,"Plants infested by caterpillars and virus

My blue pea plants were growing well, but became sick after a year. I then cleared and removed them. Now, there are new plants growing naturally in the same spot from the seeds of previous plants. However, I notice that they are getting sick like the previous plants. There are white spots on the leaves. What happened and what should I do to make them healthy again?

Goh Chew Eng

There are two issues affecting your Butterfly Pea (botanical name ",Root Awakening,https://www.straitstimes.com/lifestyle/home-design/root-awakening-73,"Plants infested by caterpillars and virusMy blue pea plants were growing well, but became sick after a year.
Now, there are new plants growing naturally in the same spot from the seeds of previous plants.
However, I notice that they are getting sick like the previous plants.
The picture on the right (above right) shows mottling on the leaves and this is likely caused by a virus.
Not much is known about the transmission method of this virus, but affected plants do not seem to be adversely affected.","previous, plants, straits, shows, sick, leaves, virus, right, picture, pea, plant, times",Pest and disease outbreaks
119,12/2018,"There is something about the consumer madness of the holiday season that makes me think of my friend Rebecca's mother.

When I was in middle school, she had a side hustle selling acrylic",Everything is for sale now. Even us,https://www.straitstimes.com/lifestyle/everything-is-for-sale-now-even-us,"There is something about the consumer madness of the holiday season that makes me think of my friend Rebecca's mother.
Almost everyone I know now has some kind of hustle, whether job, hobby, or side or vanity project.
Like many modern workers, I find that only a small percentage of my job is now actually doing my job.
The rest is performing a million acts of unpaid micro-labour that can easily add up to a full-time job in itself.
puts it, buying, promoting or sharing your friend's ""thing"" is now a tax payable for modern friendship.","social, selling, job, friends, rebeccas, sharing, friend, perfectionism, modern, sale, working",Pest and disease outbreaks
120,11/2018,PARIS (AFP) ,Ten ways climate change can make wildfires worse,https://www.straitstimes.com/world/ten-ways-climate-change-can-make-wildfires-worse,"Agence France-Presse talked to scientists about the ways in which climate change can make them worse.
""But climate change is the accelerant.""
""Besides bringing more dry and hot air, climate change - by elevating evaporation rates and drought prevalence - also creates more flammable ecosystems,"" noted Christopher Williams, director of environmental sciences at Clark University in Massachusetts.
CHANGE OF SCENERYTo make matters worse, new species better adapted to semi-arid conditions grow in their place.
But as forests die and burn, some of the carbon is released back into the atmosphere, contributing to climate change in a vicious loop that scientists call ""positive feedback"".","worse, university, forest, california, ways, dry, temperatures, change, fires, weather, climate, wildfires",Pest and disease outbreaks
121,11/2018,"Brexit divorce deal text agreed by EU and Britain as opponents cry foul

Britain struck a draft divorce deal with the European Union after more than a year of talks, thrusting Prime Minister Theresa May into a perilous battle over Brexit that could shape her country's prosperity for generations to come.

While Brussels choreographs the first withdrawal of a sovereign state from the EU, May, a far from secure leader hemmed in by opponents in government and her own Conservative party, must now try to get the deal approved by her cabinet and, in the toughest test of all, by parliament.

Brexiteers in May's party accused her of surrendering to the EU and said they would vote the deal down while the Northern Irish party which props up her minority government questioned whether she would be able to get parliamentary approval.

""The trick will be for Theresa May, can she satisfy everyone?"" said Nigel Dodds, the deputy leader of the Northern Irish Democratic Unionist Party which keeps her government in power. ""It is going to be a very, very hard sell, I would have thought, but let's wait and see the actual detail.""

READ MORE HERE

Trump may oust national security deputy over feud with Melani","While You Were Sleeping: 5 stories you might have missed, Nov 14",https://www.straitstimes.com/world/while-you-were-sleeping-5-stories-you-might-have-missed-nov-14,"Brexiteers in May's party accused her of surrendering to the EU and said they would vote the deal down while the Northern Irish party which props up her minority government questioned whether she would be able to get parliamentary approval.
""The trick will be for Theresa May, can she satisfy everyone?""
said Nigel Dodds, the deputy leader of the Northern Irish Democratic Unionist Party which keeps her government in power.
""It is going to be a very, very hard sell, I would have thought, but let's wait and see the actual detail.""
READ MORE HERETrump may oust national security deputy over feud with Melania","party, divorce, nov, leader, deputy, sleeping, theresa, eu, 14, northern, missed, irish, deal, opponents",Pest and disease outbreaks
122,09/2018,"I grew this plant (above) many years ago after reading this column. What is it and how do I propagate it? Its flowers attract butterflies.

Ray Ming Chan

The plant is known by a number of common names, including Firebush, Scarlet Bush and Firecracker Bush.

Its botanical name is Hamelia patens and it can be propagated via stem",Root Awakening,https://www.straitstimes.com/lifestyle/home-design/root-awakening-62,"One factor would be incorrect soil pH level, which leads to nutrients in the soil being locked up.
You can measure the soil pH level using a soil pH probe and make the appropriate corrections.
Finally, organic fertilisers, in general, do not contain the whole range of nutrients plants require for growth.
Also, nutrient levels tend to be low in organic fertilisers.
Regular applications of a range of organic fertilisers are often required to ensure plants get the nutrients they need for robust growth.","sunlight, ph, vegetables, plants, straits, organic, soil, fertilisers, grow, nutrients, plant, times",Pest and disease outbreaks
