,date,news title,content summary,sentiment score,sentiment label,compound score
242,Jul-19,Buck stops with 'passive' Kroenke for Arsenal fans,"LONDON • Groups of influential Arsenal supporters' organisations, fanzines and blogs have joined forces to call for better leadership of the club and have hit out at Stan Kroenke's ""passive ownership"".
""As Arsenal fans, we have watched with frustration as the team's football performances have declined,"" the statement began.
""When Stan Kroenke began buying Arsenal shares, the club had just competed in a first Champions League final.
""Our club feels like an investment vehicle, personified by the owner's statement that he didn't buy Arsenal to win trophies.
At Arsenal, ""Kroenke Out"" campaigns have gathered pace over recent seasons, but were often overshadowed by calls for former manager Arsene Wenger to be replaced.","{'neg': 0.017, 'neu': 0.854, 'pos': 0.129, 'compound': 0.8462}",positive,0.8462
243,Jul-19,Thailand's orphaned baby dugong becomes conservation star,"TRANG, THAILAND (AFP) - Cuddles at feeding time are one of many techniques vets in Thailand are using to raise an orphaned baby dugong named Mariam, and which have helped spread interest in ocean conservation in the process.
""Mariam has ignited the interest among Thai people to care about marine animals, Thai seas and nature in general,"" he said.
But so far, her biggest challenge is feeding herself, as she has trouble digging out the seagrass buried in the ocean floor.
Another baby dugong was also found stranded in Krabi earlier this week.
The Phuket Marine Biological Centre said in a statement that dugongs get stranded on beaches because of fishing and other human activities.","{'neg': 0.03, 'neu': 0.907, 'pos': 0.063, 'compound': 0.25}",positive,0.25
244,Jul-19,Arts Picks: Ong Sor Fern Senior Culture Correspondent recommends,"Tucked into a gallery on the ground floor, it is an eye-opening look at the history of food production in Singapore.
Schedule time to watch the astonishing black-and-white silent film clip which captured the process of producing canned sliced pineapples in Singapore.
But this show at the Lee Kong Chian Natural History Museum offers an embarrassment of riches.
This show, which presents 200 moments in Singapore's natural history, includes rich pickings for both natural history buffs and trivia junkies.
WHERE: Lee Kong Chian Natural History Museum, National University of Singapore, 2 Conservatory Drive WHEN: Till June next year MRT: Kent Ridge ADMISSION: $16 for Singapore citizens and permanent residents, $21 for foreigners INFO: lkcnhm.nus.edu.sg","{'neg': 0.029, 'neu': 0.799, 'pos': 0.171, 'compound': 0.962}",positive,0.962
245,May-19,Everest 'traffic jam' survivor calls for tougher rules,"This year's Everest toll is the highest since 2014-15 when huge earthquakes triggered devastating avalanches.
The photo by the head of the Project Possible charity aiming to climb the 14 8,000 metre-plus peaks in the world in seven months has gone viral from his @nimsdai Twitter handle and highlighted the dangers amidst the mania to climb Everest.
""Some climbers died due to their own negligence.
Another climber, the ""adventure filmmaker"" Elia Saikaly, posted on Instagram on Sunday that he had reached the summit of Everest and ""cannot believe what I saw up there"".
Kulkarni's expedition organiser, Arun Treks, said heavy traffic at the summit had delayed her descent and caused the tragedy.","{'neg': 0.136, 'neu': 0.796, 'pos': 0.069, 'compound': -0.891}",negative,-0.891
246,May-19,Game review: Rage 2 is light on story but heavy on action,"Rage 2's gunplay and abilities feed the power fantasy thrill.
The open-world allows players to freely seek out new abilities and weapons from various vaults, or ""Arks"".
Also, you needn't worry if you have not played the 2011 Rage game.
Rage 2's story is simple and can be summed up as this - kill the enemies to get things so that three people can build a tank to defeat the bad guy.
Indeed, while Rage 2's main story mission is a 10- to 12-hour experience, I found myself barely completing half of the activities on the map even after more than 20 hours.","{'neg': 0.266, 'neu': 0.644, 'pos': 0.09, 'compound': -0.9773}",negative,-0.9773
247,May-19,Rage 2 light on story and heavy on action,"Rage 2's gunplay and abilities feed the power fantasy thrill.
You won't find such depth in Rage 2, but who needs that when it is fun to just blow things up.
Also, you needn't worry if you have not played the 2011 Rage game.
Rage 2's story is simple and can be summed up as this - kill the enemies to get things so that three people can build a tank to defeat the bad guy.
Indeed, while Rage 2's main story mission is a 10-to 12-hour experience, I found myself barely completing half of the activities on the map even after more than 20 hours of playing.","{'neg': 0.296, 'neu': 0.614, 'pos': 0.09, 'compound': -0.9881}",negative,-0.9881
248,Jun-19,Indonesia's Mount Merapi spews ash columns and lava,"JAKARTA (DPA) - Mount Merapi by Indonesia's cultural capital of Yogyakarta spewed ash columns up to 3,000m into the sky over the weekend, local media reported on Sunday (June 2).
Indonesia's Geological Disaster Research and Development Centre said that by last Saturday, the country's most active volcano had emitted 72 ash columns from its crater since it started showing signs of forming ash columns and spewing incandescent lava in late January, state news agency Antara reported.
The agency also reported multiphase and low frequency tremors occurring at the crater of the volcano, which is a popular hiking spot on the border of Yogyakarta and Central Java provinces.
""Based on those volcanic activities, the volcano status remains on caution alert level.
A 3km-radius exclusion zone from the crater remains in place and tourist objects outside the exclusion zone are safe for tourists to visit,"" Humaida said.","{'neg': 0.068, 'neu': 0.862, 'pos': 0.07, 'compound': 0.0754}",positive,0.0754
249,Jun-19,"Toasting Trump, Queen Elizabeth lays out state banquet welcome","LONDON (REUTERS) - Donald Trump and Queen Elizabeth hailed the bond between the United States and the United Kingdom on Monday (June 3) after the US President was feted with a day of pomp designed to bolster an alliance strained by discord over Brexit and China.
Trump's interventions into Britain's political crisis over Brexit had threatened to overshadow his state visit to London but instead the President appeared to relish the royal red carpet that his hosts laid on for him and wife Melania.
""The bond between our nations was forever sealed in that great crusade,"" Trump said in a speech at the lavish banquet in his honour at Buckingham Palace.
""As we honour our shared victory and heritage, we affirm the common values that will unite us long into the future; freedom, sovereignty, self-determination, the rule of law and reference for the rights given to us by almighty God.""
Even as he flew into the British capital, he reignited a feud with London Mayor Sadiq Khan - who had written on Sunday that Britain should not be rolling out the red carpet for Trump - describing the mayor as a ""stone cold loser"".","{'neg': 0.052, 'neu': 0.794, 'pos': 0.154, 'compound': 0.9779}",positive,0.9779
250,Jun-19,10 must-reads for today,"Among them are Korean golfer Lee6 Jeong-eun and Ecuadorean cyclist Richard Carapaz.
TOP OF THE NEWS2 S'pore PMI contractsManufacturing growth fell again in May to log its first contraction in more than 2 1/2 years, as trade tensions between the United States and China intensified last month.
The climbers were reported missing after they failed to return to their camp near Nanda Devi, India's second-highest mountain.
OPINION6 Medical tech's paradoxesAs medicine becomes more high-tech, doctors need to be more high-touch.
These are some paradoxes driving the medical technology field today, says Ho Kwon Ping.","{'neg': 0.08, 'neu': 0.844, 'pos': 0.077, 'compound': -0.0688}",negative,-0.0688
251,Jun-19,Queen Elizabeth hosts state banquet for US President Trump: The menu and guests,"Halibut, lamb and lemon verbena cream were among the items on the menu at the state banquet hosted by Queen Elizabeth in honour of US President Donald Trump as part of his three-day state visit to the United Kingdom.
The lavish state banquet on Monday (June 3), with a four-course meal, was held at the Buckingham Palace ballroom.
The Queen wore an evening gown with crystal-centred daisies by Angela Kelly, which she paired with a Burmese ruby and diamond tiara.
She also wore a matching ruby and diamond necklace and earrings, as well as a white gold and platinum watch.
THE MENUThe first course was steamed fillet of halibut with watercress mousse, asparagus spears and chervil sauce.","{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.9081}",positive,0.9081
252,May-19,Two Sherpa widows scale Everest and smash stigma,"KATHMANDU (THOMSON REUTERS FOUNDATION) - Two Nepali Sherpa women conquered the world's highest mountain on Thursday (May 23), officials said, completing the Everest ascent their husbands had started in a bid to empower fellow widows.
Furdiki Sherpa and Nima Doma Sherpa reached the 8,850-metre peak of the world's highest mountain early on Thursday, said Mira Acharya, a tourism department official.
The pair's media manager, Doma Sherpa, also confirmed their feat in a phone interview with the Thomson Reuters Foundation.
Furdiki's climber husband died while fixing ropes for his foreign clients on Everest in 2013.
A year later, Nima Doma Sherpa's husband was killed along with 15 other Sherpas in an avalanche near the base camp.","{'neg': 0.07, 'neu': 0.918, 'pos': 0.012, 'compound': -0.8271}",negative,-0.8271
253,May-19,Mount Everest has gotten so crowded that climbers are perishing in the traffic jams,"Traffic jams create dangerous situations for climbers, who are often already exhausted and carrying heavy loads while battling altitude sickness, which can make people dizzy and nauseated.
Gordan Janow, director of programs at Alpine Ascents International, has been organising treks to Everest for around 30 years.
Alpine Ascents currently has a group of a dozen climbers on the mountain, he said.
It was unclear what role, if any, the foot traffic jams had in his death.
When climbers choose to scale Everest, they do so with the understanding of the potential perils they could encounter along the way.","{'neg': 0.145, 'neu': 0.835, 'pos': 0.02, 'compound': -0.9081}",negative,-0.9081
254,May-19,Deaths on crowded Mount Everest: Why is there a jam on the world's highest peak?,"According to AFP, Nepal has issued a record 381 permits - which cost about US$11,000 (S$15,100) each - to hopeful climbers this year.
In addition, at least 140 others have been granted permits to scale Everest from the northern flank in Tibet.
This means that the total number of climbers reaching the peak this season could surpass last year's record of 807.
According to experienced guides, queues at the summit of Everest are not uncommon.
In his post, he advised climbers to avoid ""massively crowded days"" and to ""be patient"" in waiting for a good weather window.","{'neg': 0.022, 'neu': 0.866, 'pos': 0.112, 'compound': 0.7964}",positive,0.7964
255,May-19,Everest's rising death toll blamed on human traffic jam,"Her son Shantanu Kulkarni told CNN that she died after getting stuck in a ""traffic jam"" on the mountain.
""She had to wait for a long time to reach the summit and descend,"" Mr Thupden Sherpa, who organised tours on the mountain, told Agence France-Presse (AFP).
Mr Keshav Paudel, who organised tours on the mountain, told AFP that Mr Bagwan was ""stuck in the traffic for more than 12 hours and was exhausted"".
Yesterday, a British climber too weak to descend from Everest died, officials said, bringing the death toll this season on the world's highest peak to 10.
Mr Robin Haynes Fisher, 44, died at 8,700m after returning from the summit, said Mr Murari Sharma of Everest Pariwar Treks in Kathmandu.","{'neg': 0.162, 'neu': 0.83, 'pos': 0.008, 'compound': -0.9661}",negative,-0.9661
256,May-19,Making a mark with print,"A swinging projector is not what one expects at a print exhibition.
But this eye-catching object will be part of Urich Lau's installation for The Private Museum's new show.
Repeat, Repeat, Repeat: Revising The Phenomenon Of Printing, which opens on Friday, brings together seven young artists working in the print medium.
The resulting works, ranging from Lau's three-part installation to Miguel Chew's jellyfish-shaped prints, address different aspects of the curator's vision.
Mission Statement relates to the history of print in a tangential fashion, pondering the impact of the printing press on political and social communication.","{'neg': 0.0, 'neu': 0.973, 'pos': 0.027, 'compound': 0.3612}",positive,0.3612
257,May-19,Lion Air pilot grounded after beating hotel clerk over ironing,"JAKARTA (AFP) - A pilot for Indonesia's Lion Air who beat a hotel clerk because he was unhappy with how his uniform was ironed has been grounded, the airline said on Friday (May 3).
The budget airline said the pilot was suspended following the April 30 incident at a hotel in the city of Surabaya.
""Currently, Lion Air is gathering data and other information needed for an investigation,"" company spokesman Danang Mandala Prihantoro said in a statement.
""If the pilot is found guilty after the investigation, Lion Air will apply firm sanctions by dismissing him from the company.""
Last year, a nearly new Lion Air Boeing 737 Max jet slammed into the sea shortly after take-off from the capital Jakarta, killing all 189 people on board.","{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.9201}",negative,-0.9201
258,Apr-19,"In the Woods household, mum 'Tida' knows best",""", read an excerpt from the 2018 biography Tiger Woods written by Jeff Benedict and Armen Keteyian.
When her son Tiger walked off the 18th green at Augusta National two Sundays ago after his memorable Masters triumph, she was there with her grandchildren and his girlfriend, Erica Herman, to embrace him.
Having stood by her boy through the dark times, Kultida ""Tida"" Woods now radiated pride and emotion seldom visible during any of Woods' previous 14 golf Major victories.
Tida, though, did more to shape his personality, telling an interviewer in 2009: ""I am a loner, and so is Tiger.
In the Woods household, you can bet it's further confirmation that Mum knows best.","{'neg': 0.019, 'neu': 0.883, 'pos': 0.098, 'compound': 0.8658}",positive,0.8658
259,Apr-19,Bodies of three professional mountaineers found in Canada,"MONTREAL (AFP) - The bodies of three world-renowned professional mountaineers - two Austrians and an American - were found on Sunday (April 21) after they went missing during an avalanche on a western Canadian summit, the national parks agency said.
American Jess Roskelley, 36, and Austrians Hansjorg Auer, 35, and David Lama, 28, went missing late last Tuesday at Banff National Park.
""Parks Canada extends our sincere condolences to their families, friends and loved ones,"" the agency said in a statement.
Our thoughts are with families, friends and all those who have been affected by this tragic incident.""
Mr Roskelley was the son of John Roskelley, who was also considered one of the best mountaineers of his own generation.","{'neg': 0.068, 'neu': 0.791, 'pos': 0.141, 'compound': 0.8885}",positive,0.8885
260,Apr-19,Malaysian climber stranded on Nepal's Mount Annapurna,"KATHMANDU (AFP) - A Malaysian man was stranded in Nepal near the summit of Mount Annapurna, expedition organisers said, after the climber was separated from other trekkers while descending the treacherous peak.
Mr Thaneshwor Guragain of Seven Summit Treks said the man's guide stumbled into the camp late on Tuesday after the two had lagged behind the team.
""Details of the climber's condition are not clear, but his guide said it was impossible to bring him down by himself.
""We are in conversation with the Malaysian embassy to plan what to do next,"" he added.
The Malaysian had returned to Nepal after summiting Everest last year.","{'neg': 0.03, 'neu': 0.97, 'pos': 0.0, 'compound': -0.2942}",negative,-0.2942
261,Apr-19,Malaysian climber has 'miracle' rescue on Nepal's Mount Annapurna,"KATHMANDU (AFP) - A Malaysian climber stranded in the open for two nights on one of the world's most treacherous mountains was rescued in Nepal on Thursday (April 25), expedition organisers said.
Climbing experts said it was a ""miracle"" that 48-year-old Chin Wui Kin survived the freezing conditions on Mount Annapurna for so long.
Mr Chin reached the top of the 8,100m Himalayan mountain on Tuesday, but failed to return to the nearest camp, 1km below the peak, with the rest of his group.
A rescue helicopter spotted Mr Chin waving from the snowy slopes at an elevation of around 7,500m early on Thursday, organisers said.
Four experienced sherpas were then dropped at another camp at 6,500m to try to reach him.","{'neg': 0.044, 'neu': 0.86, 'pos': 0.096, 'compound': 0.5574}",positive,0.5574
262,Apr-19,Rescued Malaysian climber in critical condition in Nepal,"KATHMANDU (AFP) - A Malaysian climber rescued after two nights in the open on one of the world's most treacherous mountains is in critical condition, his doctor said on Friday (April 26).
He is suffering from severe hypothermia and has frostbite on his hands and feet,"" Sanij Singh, emergency physician at Mediciti Hospital, told Agence France-Presse.
""His condition is critical... we are doing what we can.""
Frantic efforts began to find him after his guide stumbled to the camp and raised the alarm.
Four experienced Sherpas were then dropped at another camp at 6,500m and after four hours of searching and climbing found Chin in a semi-conscious state.","{'neg': 0.136, 'neu': 0.84, 'pos': 0.024, 'compound': -0.9022}",negative,-0.9022
263,Mar-19,Nine arrested in Thailand for posting election 'fake news',"Rights groups say the Computer Crimes law provides broad powers to crack down on online content and to target regime critics.
Confusion is swirling in the aftermath of the vote as the Election Commission has staggered the release of results and published inconsistent tallies.
Its main rival Pheu Thai, the party linked to former premier Thaksin Shinawatra, was trailing with 7.9 million votes.
More than 2.1 million votes have been deemed invalid, the commission said without offering an explanation.
The Election Commission is expected to release more results on Friday, which could clarify the outcome of the vote.","{'neg': 0.043, 'neu': 0.93, 'pos': 0.026, 'compound': -0.1779}",negative,-0.1779
264,Mar-19,Figure skating: Nathan Chen outshines Yuzuru Hanyu to retain world title with Vincent Zhou third,"SAITAMA, JAPAN (AFP) - American Nathan Chen overcame a dashing Yuzuru Hanyu free routine with an electrifying performance of his own on Saturday (March 23) to retain his world figure skating title in Japan.
But despite immense pressure, Chen hit back with interest, crushing four gorgeous quadruple jumps, including a quad toe-loop, triple toe-loop combination he executed in an apparently effortless manner.
Fellow American Vincent Zhou took bronze after an ethereal free skate that earned him a total of 281.16 points.
A shattered Hanyu could barely conceal his disappointment after failing to win a third world title.
Earlier, French ice dancers Gabriella Papadakis and Guillaume Cizeron completed a successful defence of their world title with a flawless free routine.","{'neg': 0.104, 'neu': 0.637, 'pos': 0.258, 'compound': 0.9762}",positive,0.9762
265,Feb-19,"Cars submerged, vineyards flooded as storm slams California","CALIFORNIA (REUTERS) - Hundreds of California residents were ordered to evacuate their homes on Wednesday (Feb 13) as rain from a powerful Pacific storm raised the risk of mudslides in areas hit by recent wildfires.
Some areas around Los Angeles could see over 13 cm of rain from the storm, which is being channeled to the coast by a flow of atmospheric moisture known as the ""Pineapple Express.""
The storm, the wettest to hit California this winter, was set to peak on Thursday and has already sparked flood watches from Arizona to Washington.
Among the hardest hit areas was northern California, with rain driven by winds of up to 120kmh pounding parts of Sonoma County's wine country.
Cars plowed through standing water on San Francisco streets and water reached the wing mirrors of an abandoned car on a flooded Santa Cruz road.","{'neg': 0.036, 'neu': 0.935, 'pos': 0.029, 'compound': -0.2263}",negative,-0.2263
266,Feb-19,Thousands of Venezuela volunteers begin preparing US aid entry,"US assistance has been blocked by containers which Maduro loyalists placed on a border bridge to prevent access.
On another front, Venezuelan Foreign Minister Jorge Arreaza confirmed having held two meetings with special US envoy Elliott Abrams.
Guaido repeated his call on Venezuela's military - whose support for Maduro has been crucial - to let the aid pass.
'CRUMBS' AND 'ROTTEN FOOD'Maduro asserts that aid could be used as a way for the United States to invade.
Maduro, the hand-picked successor to socialist firebrand Hugo Chavez, blames Venezuela's woes on US sanctions, more of which were added on Friday.","{'neg': 0.107, 'neu': 0.772, 'pos': 0.121, 'compound': -0.1111}",negative,-0.1111
267,Feb-19,Miner Vale evacuates 200 people near Brazilian dam on fears of instability,"SAO PAULO (REUTERS) - Around 200 residents were evacuated from an area near a tailings dam in Brazil operated by Vale SA late on Saturday (Feb 16), amid fears that it was structurally weak and could burst like a similar barrier failure last month that killed 300 people.
Those forced to flee were taken to a community centre and would then be put in hotels, the company said.
The evacuation comes little more than a week after two communities located close to nearby dams were forced to leave their homes on similar fears of dam failures.
The collapse last month of a separate Vale dam in the same area unleashed an avalanche of mud that engulfed nearby buildings and farms, killing an estimated 300 people in Brazil's deadliest mining disaster.
Another dam, also used to store the muddy mining detritus known as tailings and co-owned by Vale and BHP Group, had collapsed in 2015, killing 19 people and wreaking massive environmental damage.","{'neg': 0.259, 'neu': 0.728, 'pos': 0.013, 'compound': -0.9927}",negative,-0.9927
268,Feb-19,Brazil's Vale must change behaviour after deadly dam bursts: Solicitor general,"BRUMADINHO (REUTERS) - Brazilian miner Vale needs to change its behaviour, cooperate more with authorities and be more transparent after a deadly dam collapse at one of its mines that likely killed more than 300 people, Brazil's solicitor general said on Saturday (Feb 2).
""Firstly, we need a change of behaviour.
""We need to have an effective assumption by Vale of its responsibility for the event ...
In a later statement, the solicitor general's office said all of the costs associated with tragedy incurred by the federal government would be charged to Vale.
With 121 people confirmed dead and another 226 still missing, according to the latest tally on Saturday, the Brumadinho dam burst could be Brazil's deadliest mine disaster.","{'neg': 0.181, 'neu': 0.796, 'pos': 0.023, 'compound': -0.9698}",negative,-0.9698
269,Feb-19,Dramatic video captures the moment Brazil dam collapses,"BELO HORIZONTE (Brazil) • Major Brazilian TV outlets have obtained dramatic security camera video showing the outer wall of a Brazilian dam collapsing and an avalanche of mud crushing trees, houses and cars in its path.
Close-ups replayed throughout the day showed cars and people scrambling unsuccessfully to escape the dark red torrent.
With 115 people confirmed dead and another 248 missing, according to information from the rescue team last Friday evening, the tailings dam collapse in the town of Brumadinho could be Brazil's deadliest mine disaster.
The burst dam at the Corrego do Feijao mine on Jan 25 has ignited intense public anger against Vale, which was co-owner of Samarco, the previous dam that collapsed.
""I lost three of my students,"" said Ms Aparecida Moreira, a teacher at a local law school.","{'neg': 0.192, 'neu': 0.752, 'pos': 0.057, 'compound': -0.9666}",negative,-0.9666
270,Feb-19,Death toll rises to 121 in Brazil dam collapse,"BRUMADINHO, Brazil • The toll from a dam collapse last week at a mine in south-east Brazil has risen to 121 dead and 226 missing, according to officials.
All those listed as missing are presumed dead, with no survivors being found over the past week.
It was the second dam disaster in three years at a mine owned by Brazilian mining giant Vale.
""We need to have an effective assumption by Vale of its responsibility for the event...
He added that Vale's actions had not improved since the deadly tailings dam collapse in 2015 - the Samarco project that it jointly-owned with BHP Billiton.","{'neg': 0.235, 'neu': 0.739, 'pos': 0.026, 'compound': -0.9754}",negative,-0.9754
271,Feb-19,Bright side of German winter,"On a wintry Tuesday, leafless trees in Frankfurt am Main, Germany, are a pretty sight to passers-by.
Over the past few years, Germany had seen a drop in snowfall during winter due to climate change, with winter sport conditions less than ideal and businesses suffering.
According to German public broadcaster Deutsche Welle, parts of Germany were engulfed by heavy snowfalls early last month.
The Alpine region was hit with the heaviest snowfalls for several years, causing avalanches and cutting off several winter resorts from the outside world.
This is a boon for the resorts as the conditions in the Alps are now ideal for winter sports and the upcoming school vacation is likely to bring business.","{'neg': 0.055, 'neu': 0.868, 'pos': 0.077, 'compound': 0.578}",positive,0.578
272,Feb-19,Passage of winter in Kashmir,"The weather improved in Jammu and Kashmir yesterday after the state received its heaviest snowfall so far this season.
""The western disturbance that caused rain and heavy snowfall is moving out.
Heavy snowfall in the Kashmir Valley over 24 hours triggered avalanches and landslides at various places.
In the higher reaches, there was about 2m of snow accumulation, while in the plains, there was 30cm to 60cm of snow accumulation from Thursday.
The heavy snowfall closed the Jammu-Srinagar national highway and cut off Kashmir's road links with the rest of India.","{'neg': 0.049, 'neu': 0.906, 'pos': 0.045, 'compound': -0.1027}",negative,-0.1027
273,Jan-19,"Death toll from Indonesia floods, landslides climbs to 68","JAKARTA (AFP) - At least 68 people have been killed and thousands were forced to flee their homes after floods and landslides hit the island of Sulawesi, Indonesia, an official said Saturday (Jan 26).
Some 6,700 people in 14 districts have been evacuated and are now living in shelters, schools, tents or mosques.
The number of the evacuees has doubled from Friday after the disaster mitigation officials managed to get access to previously isolated districts and update the figures.
Local government have set up public kitchens and emergency medical clinics for the displaced people and aid has started pouring into the affected districts, Mr Syamsibar said.
Water has started to recede and access to transportation has slowly returned to normal.","{'neg': 0.138, 'neu': 0.852, 'pos': 0.01, 'compound': -0.9501}",negative,-0.9501
274,Jan-19,"Indonesia flood, landslide death toll hits 70","Lashed by heavy rain, rivers swelled and burst their banks, inundating dozens of communities across 12 districts as well as parts of the provincial capital Makassar.
The bodies of 70 victims have been found, while six are still missing, Mr Syamsibar, head of South Sulawesi's disaster mitigation agency, who like many Indonesians goes by one name, told AFP.
Nearly 9,500 people have been displaced by the extreme weather, and hundreds of houses, government buildings, schools and bridges have been damaged, the disaster mitigation agency said on Monday.
The authorities say flood waters are receding but a state of emergency will remain in place until Feb 6, while rescuers look for those still missing and help repair damaged infrastructure.
Landslides and floods are common in Indonesia, especially during the monsoon season between October and April, when rains lash the vast South-east Asian archipelago.","{'neg': 0.129, 'neu': 0.827, 'pos': 0.044, 'compound': -0.91}",negative,-0.91
275,Feb-19,Football: 'Dreamer' Sarri defiant despite Chelsea struggles,"A humiliating 4-0 defeat at Bournemouth on Wednesday triggered an avalanche of abuse for the Italian.
""Napoli are spectacular and his brand of football is a joy to watch,"" Manchester City manager Pep Guardiola said of Sarri.
Those summer compliments are now a distant memory, yet Sarri remains adamant his style will get results eventually.
The Blues' worst league defeat for more than 22 years left their bid to qualify for the Champions League under severe threat.
But, asked if he was finding life in the Premier League tougher than he expected, Sarri tellingly replied: ""Probably yes.""","{'neg': 0.139, 'neu': 0.781, 'pos': 0.08, 'compound': -0.6428}",negative,-0.6428
276,Feb-19,Dramatic images capturing moment of deadly Brazil dam collapse emerge,"BELO HORIZONTE, Brazil (REUTERS) - Major Brazilian TV outlets have obtained dramatic security camera video showing the outer wall of a Brazilian dam collapsing and an avalanche of mud crushing trees, houses and cars in its path.
Close-ups replayed throughout the day showed cars and people scrambling unsuccessfully to escape the dark red torrent.
With 115 people confirmed dead and another 248 missing, according to information from the rescue team on Friday evening (Feb 1), the tailings dam collapse in the town of Brumadinho could be Brazil's deadliest mine disaster.
The burst tailings dam at the Corrego do Feijao mine last Friday has ignited intense public anger against Vale, which was co-owner of Samarco, the previous dam that collapsed.
""I lost three of my students,"" said Aparecida Moreira, a teacher at a local law school.","{'neg': 0.189, 'neu': 0.755, 'pos': 0.056, 'compound': -0.9666}",negative,-0.9666
277,Jan-19,Thanks for sharing? US politicians' online tone seeks an authentic like,"Enter Mr O'Rourke, whose visit to a dentist in his home town of El Paso, Texas, for a conversation about life near the US-Mexico border triggered an avalanche of reaction online.
""So, I'm here with Diana, my dental hygienist,"" Mr O'Rourke says to kick off the video on Instagram, where he has 760,000 followers.
The clip shows Mr O'Rourke, 46, wearing a protective green bib as Diana removes an electric polishing tool from his mouth after cleaning his pearly whites.
Mr O'Rourke may well have sought to improve his brand image, but the visit also brought up the issue of dental coverage.
But Prof Talan says a new generation of tweeters and Instagram users in Congress are revealing their daily lives more than ever.","{'neg': 0.0, 'neu': 0.971, 'pos': 0.029, 'compound': 0.3612}",positive,0.3612
278,Jan-19,Ski resorts left out in the cold,"Heavy snowfall in parts of Austria has left ski resorts buried under mounds of snow, as seen by this ski lift that serves the Hochkar ski area.
The mountainous area, about 150km west of Vienna, was declared a disaster zone earlier last week because of snow more than 3.5m deep.
The winter storm has left more than 2,000 people trapped in villages and ski resorts, and over 4,000 households without electricity.
At the weekend, three German skiers were killed in an avalanche near the Austrian ski resort of Lech am Arlberg, reported BBC.
This brings the number of weather-related deaths in Europe this month to at least 24, reported the Associated Press.","{'neg': 0.1, 'neu': 0.889, 'pos': 0.011, 'compound': -0.9136}",negative,-0.9136
279,Jan-19,Shadow boxing with power elites from the past,"The clashes are happening largely among the minions of Mr Duterte and Ms Arroyo.
The hostilities began when Ms Arroyo, Mr Andaya and their favoured allies were accused of huge budget insertions amounting to billions of pesos that they allegedly allotted for their congressional districts.
Mr Duterte and Ms Arroyo have started to join the fracas.
Ms Arroyo has called on the Duterte administration to produce ""tangible results"" this year to ease poverty.
Mr Duterte countered that his administration has ""achieved more"" compared with the combined terms of Ms Arroyo and Mr Benigno Aquino.","{'neg': 0.082, 'neu': 0.825, 'pos': 0.093, 'compound': 0.0516}",positive,0.0516
280,Dec-18,Indonesia's deadly tsunami predicted by experts in 2012,"JAKARTA - A study carried out six years ago by the Geological Society of London which accurately predicted a possible major hazard emerging from Anak Krakatau volcano could have been used as a basis to prevent Indonesia's latest natural disaster which has killed more than 400 people.
The 2012 study said a tsunami could be triggered by a collapse of Anak Krakatau's flank as the volcano is partly built on a steep wall of the caldera resulting from the 1883 eruptions.
On Dec 22, the calamity happened, with the highlighted areas mentioned in the study being those with the highest level of devastation.
At least 426 people have been killed, over 7,000 others injured and another 23 are still unaccounted for.
Sumur district, which consists of seven coastal villages, became the worst hit and rescuers are still searching for victims' bodies under the rubble of houses and fallen trees, and more excavators are needed.","{'neg': 0.18, 'neu': 0.799, 'pos': 0.021, 'compound': -0.9819}",negative,-0.9819
281,Dec-18,2012 study predicted tsunami disaster that struck Indonesia,"A study carried out six years ago by the Geological Society of London that accurately predicted a possible major hazard emerging from Anak Krakatau volcano could have been used as a basis to prevent Indonesia's latest natural disaster, which has killed more than 400 people.
The 2012 study said a tsunami could be triggered by a collapse of Anak Krakatau's flank as the volcano is partly built on a steep wall of the caldera resulting from the 1883 eruptions.
On Dec 22, the calamity struck, with the highlighted areas mentioned in the study being those with the highest level of devastation.
A section of the volcano's slope collapsed after the Dec 22 eruption and slid into the ocean, which displaced massive amounts of water, generating waves up to 5m high that then inundated the nearby coastlines of Java and Sumatra.
At least 431 people have been killed, over 7,000 others injured and another 15 are still unaccounted for.","{'neg': 0.152, 'neu': 0.827, 'pos': 0.021, 'compound': -0.9729}",negative,-0.9729
282,Dec-18,"Saudi, US snub of climate report unsettles UN talks","Most of those emissions come from the burning of fossil fuels, including oil, the mainstay of the Saudi economy.
Kuwait, Russia and Saudi Arabia voiced similar reservations, and proposed that the UN climate body simply ""note"" the report, and not ""welcome"" it.
""Saudi Arabia, Russia, Kuwait and especially the United States are rogue nations,"" said Christian Aid international climate lead Mohamed Adow.
In a statement released Monday amid the blowback, Saudi Arabia said ""limited literature and scientific uncertainties"" in the report ""required further research and analysis"".
Unexpectedly, how the UN climate forum recognises the 1.5 deg C report has emerged as an issue that could derail the already fragile talks.","{'neg': 0.057, 'neu': 0.916, 'pos': 0.027, 'compound': -0.3446}",negative,-0.3446
